comparison,metric,full_sample_delta,bootstrap_mean_delta,lower_95,upper_95,better_direction
gru_minus_mlp,auc,0.011544256720726787,0.011549820947169474,0.010778824543778634,0.012389158388630856,positive
gru_minus_mlp,average_precision,0.0076261789152604065,0.007636842679392047,0.00699633656550977,0.008327584584283334,positive
gru_minus_mlp,bce,-0.008750142369600256,-0.008763410506815106,-0.009397182559160938,-0.008133873281955403,negative
gru_minus_mlp,accuracy,0.007573996855560927,0.007559997265705109,0.0064389226878119234,0.008673610636407113,positive
gru_minus_mlp,f1,0.005718723674319803,0.00570634277627527,0.004923398825678968,0.0065054374028785215,positive
gru_minus_mlp,brier,-0.0037128501974853234,-0.0037166896442864853,-0.003977517593390743,-0.003460357617115435,negative
gru_minus_mlp,ece,-0.003999374323099587,-0.0038649815037314445,-0.005246977149330294,-0.0022506883319306638,negative
